CC03	KS01
CC03	KS02
CC03	KS12
CC06	KB11
CC06	KB14
CC06	KB61
CC06	KB64
CC03	KS01
CC03	KS02
CC03	KS12
FI01	KB41
FI01	KB44
CC02	KAH1
CC02	KAH2
CC02	KSH1
CC02	KSH2
GL01	F.19
GL01	F.56
GL01	F.57
GL01	F.5E
GL01	F.80
GL01	F.81
GL01	F-02
GL01	F-04
GL01	FB01
GL01	FB05
GL01	FB08
GL01	FB09
GL01	FB11
GL01	FB1S
GL01	FB50
GL01	FBCJ
GL01	FBD1
GL01	FBD2
GL01	FBD5
GL01	FBR1
GL01	FBR2
GL01	FBS1
GL01	FBU2
GL01	FBU8
GL01	FBV0
GL01	FBV2
GL01	MR22
AP01	F.13
AP01	F-04
AP01	F-07
AP01	F110
AP01	F-18
AP01	F-31
AP01	F-44
AP01	F-48
AP01	F-51
AP01	F-53
AP01	F-54
AP01	F-58
AP01	FB05
AP01	FB1K
AP01	FBA7
AP01	FBA8
AP01	FBZ0
AP01	FBZ2
AP01	FBZ4
FI04	FI01
FI04	FI02
FI04	FI06
AP02	F-41
AP02	F-42
AP02	F-43
AP02	F-63
AP02	F-66
AP02	FB01
AP02	FB10
AP02	FB60
AP02	FB65
AP02	FBV0
AP02	FBVB
AP02	FV60
AP02	FV65
AP02	MIR7
AP02	MIRA
AP02	MIRO
AP02	MR01
AP02	MR08
AP02	MR41
AP02	MR42
AP02	MR44
AP02	MR8M
AP02	MRHG
AP02	MRHR
AP02	MRRL
AP02	MRRS
FA01	AB01
FA01	AB02
FA01	AB08
FA01	ABZE
FA01	ABZO
FA01	ABZON
FA01	ABZP
FA01	AFAB
FA01	F-90
FA01	AB01
FA01	AB02
FA01	AB08
FA01	ABZE
FA01	ABZO
FA01	ABZON
FA01	ABZP
FA01	AFAB
FA01	F-90
MM05	MB01
MM05	MB0A
MM05	MIGO
MM05	MIGO_GR
AR02	F-04
AR02	F-06
AR02	F-26
AR02	F-28
AR02	F-29
AR02	F-30
AR02	F-36
AR02	F-39
AR02	F-40
AR02	F-52
AR02	FBA2
AR02	FBZ1
AR02	FBZ3
FI03	FCHR
FI03	FCKR
FI03	FEBA
FI03	FEBC
FI03	FEBP
FI03	FF.5
FI03	FF/4
FI03	FF/5
FI03	FF67
FI03	FF68
CC01	KSV1
CC01	KSV2
CC04	KSV5
CC05	KO01
CC05	KO02
CC07	KO88
CC07	KO8G
CC05	KO01
CC05	KO02
FI02	KB21
FI02	KB24
FI02	KB65
FI02	KB67
FI07	KL01
FI07	KL02
CC05	KO01
CC05	KO02
FA01	AB01
FA01	AB02
FA01	AB08
FA01	ABZE
FA01	ABZO
FA01	ABZON
FA01	ABZP
FA01	AFAB
FA01	F-90
FA02	AS01
FA02	AS02
FA02	AS05
FA02	AS06
FA02	AS21
FA02	AS22
FA02	AS24
FA02	AS25
FA02	AS26
FA02	AT01
FA02	AT02
FA02	AS01
FA02	AS02
FA02	AS05
FA02	AS06
FA02	AS21
FA02	AS22
FA02	AS24
FA02	AS25
FA02	AS26
FA02	AT01
FA02	AT02
MM05	MB01
MM05	MB0A
MM05	MIGO
MM05	MIGO_GR
AR02	F-04
AR02	F-06
AR02	F-26
AR02	F-28
AR02	F-29
AR02	F-30
AR02	F-36
AR02	F-39
AR02	F-40
AR02	F-52
AR02	FBA2
AR02	FBZ1
AR02	FBZ3
FI04	FI01
FI04	FI02
FI04	FI06
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
GL01	F.19
GL01	F.56
GL01	F.57
GL01	F.5E
GL01	F.80
GL01	F.81
GL01	F-02
GL01	F-04
GL01	FB01
GL01	FB05
GL01	FB08
GL01	FB09
GL01	FB11
GL01	FB1S
GL01	FB50
GL01	FBCJ
GL01	FBD1
GL01	FBD2
GL01	FBD5
GL01	FBR1
GL01	FBR2
GL01	FBS1
GL01	FBU2
GL01	FBU8
GL01	FBV0
GL01	FBV2
GL01	MR22
AP01	F.13
AP01	F-04
AP01	F-07
AP01	F110
AP01	F-18
AP01	F-31
AP01	F-44
AP01	F-48
AP01	F-51
AP01	F-53
AP01	F-54
AP01	F-58
AP01	FB05
AP01	FB1K
AP01	FBA7
AP01	FBA8
AP01	FBZ0
AP01	FBZ2
AP01	FBZ4
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
AR02	F-04
AR02	F-06
AR02	F-26
AR02	F-28
AR02	F-29
AR02	F-30
AR02	F-36
AR02	F-39
AR02	F-40
AR02	F-52
AR02	FBA2
AR02	FBZ1
AR02	FBZ3
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
MM04	MB01
MM04	MB04
MM04	MB0A
MM04	MB11
MM04	MB1A
MM04	MB1B
MM04	MB1C
MM04	MB31
MM04	MIGO
MM04	MIGO_GI
MM04	MIGO_GO
MM04	MIGO_GR
GL02	FS00
GL02	FS01
GL02	FS02
GL02	FSP0
GL02	FSP1
GL02	FSP2
GL02	FSS0
GL02	FSS1
GL02	FSS2
GL02	OBY2
GL02	OBY7
GL03	F.05
GL03	F.13
GL03	F.14
GL03	F.38
GL03	F-05
GL03	F101
GL03	F13E
GL03	F-21
GL03	F-42
GL03	F-47
GL03	FB10
GL03	FB41
GL03	FBB1
GL03	FBWE
CC02	KAH1
CC02	KAH2
CC02	KSH1
CC02	KSH2
GL03	F.05
GL03	F.13
GL03	F.14
GL03	F.38
GL03	F-05
GL03	F101
GL03	F13E
GL03	F-21
GL03	F-42
GL03	F-47
GL03	FB10
GL03	FB41
GL03	FBB1
GL03	FBWE
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
GL03	F.05
GL03	F.13
GL03	F.14
GL03	F.38
GL03	F-05
GL03	F101
GL03	F13E
GL03	F-21
GL03	F-42
GL03	F-47
GL03	FB10
GL03	FB41
GL03	FBB1
GL03	FBWE
AP04	FBZ5
AP04	FCH3
AP04	FCH4
AP04	FCH5
AP04	FCH6
AP04	FCH7
AP04	FCH8
AP04	FCH9
AP04	FCHD
AP04	FCHG
AP04	FCHT
AP04	FCHX
FI04	FI01
FI04	FI02
FI04	FI06
AP04	FBZ5
AP04	FCH3
AP04	FCH4
AP04	FCH5
AP04	FCH6
AP04	FCH7
AP04	FCH8
AP04	FCH9
AP04	FCHD
AP04	FCHG
AP04	FCHT
AP04	FCHX
FI06	MMPV
FI06	MMRV
FI06	OB52
FI06	S_ALR_87003642
HR03	PA30
HR03	PA40
HR03	PA41
HR03	PA42
HR03	PA70
HR03	PE03
HR03	PRMD
HR03	PRMM
HR03	PU00
HR03	PU03
PY04	PA03
PY04	PA04
PY04	PAUX
PY04	PC00_M10_CDTB
PY04	PC00_M10_CDTC
PY04	PC00_M10_FFOC
PY04	PC00_M10_FFOT
PY04	PC00_M99_CIPE
PY04	PC00_M99_PA03_CORR
PY04	PC00_M99_PA03_RELEA
PY04	PCP0
PY04	PU12
PY04	PUOCBA
PY04	PUST
HR01	HRBEN0001
HR01	HRBEN0003
HR01	HRBEN0006
HR01	HRBEN0009
HR01	HRBEN0012
HR01	HRBEN0013
HR01	HRBEN0014
HR01	HRBEN0015
HR01	HRBEN0041
HR01	HRBEN0046
HR01	HRBEN0072
HR01	HRBEN0076
HR01	HRBEN0077
HR01	HRBEN0078
HR01	HRBEN0079
HR01	HRBEN0081
HR01	HRBEN0083
HR01	HRBEN0085
HR01	HRBEN0086
PY04	PA03
PY04	PA04
PY04	PAUX
PY04	PC00_M10_CDTB
PY04	PC00_M10_CDTC
PY04	PC00_M10_FFOC
PY04	PC00_M10_FFOT
PY04	PC00_M99_CIPE
PY04	PC00_M99_PA03_CORR
PY04	PC00_M99_PA03_RELEA
PY04	PCP0
PY04	PU12
PY04	PUOCBA
PY04	PUST
HR02	FK01
HR02	FK02
HR02	FK05
HR02	FK06
HR02	MK01
HR02	MK02
HR02	MK05
HR02	MK06
HR02	XK01
HR02	XK02
HR02	XK05
HR02	XK06
PY07	PC00_M99_URMA
PY07	PC00_M99_URMD
PY07	PC00_M99_URMP
HR04	CAT2
HR04	CAT2_ISCR
HR04	PA61
HR04	PA62
HR04	PA63
HR04	PA64
HR04	PA71
HR04	PT01
HR04	PT02
PY01	CAPP
PY01	CAPS
PY01	CAT4
HR04	CAT2
HR04	CAT2_ISCR
HR04	PA61
HR04	PA62
HR04	PA63
HR04	PA64
HR04	PA71
HR04	PT01
HR04	PT02
PY04	PA03
PY04	PA04
PY04	PAUX
PY04	PC00_M10_CDTB
PY04	PC00_M10_CDTC
PY04	PC00_M10_FFOC
PY04	PC00_M10_FFOT
PY04	PC00_M99_CIPE
PY04	PC00_M99_PA03_CORR
PY04	PC00_M99_PA03_RELEA
PY04	PCP0
PY04	PU12
PY04	PUOCBA
PY04	PUST
PY02	PC00_M99_CURSET
PY02	PE51
PY02	PEST
PY02	PU30
PY02	PU95
PY02	PU96
PY02	PU97
PY02	PU98
PY04	PA03
PY04	PA04
PY04	PAUX
PY04	PC00_M10_CDTB
PY04	PC00_M10_CDTC
PY04	PC00_M10_FFOC
PY04	PC00_M10_FFOT
PY04	PC00_M99_CIPE
PY04	PC00_M99_PA03_CORR
PY04	PC00_M99_PA03_RELEA
PY04	PCP0
PY04	PU12
PY04	PUOCBA
PY04	PUST
HR03	PA30
HR03	PA40
HR03	PA41
HR03	PA42
HR03	PA70
HR03	PE03
HR03	PRMD
HR03	PRMM
HR03	PU00
HR03	PU03
PY02	PC00_M99_CURSET
PY02	PE51
PY02	PEST
PY02	PU30
PY02	PU95
PY02	PU96
PY02	PU97
PY02	PU98
HR03	PA30
HR03	PA40
HR03	PA41
HR03	PA42
HR03	PA70
HR03	PE03
HR03	PRMD
HR03	PRMM
HR03	PU00
HR03	PU03
HR05	PFTC
HR05	PFTC_CHG
HR05	PFTC_COP
HR05	PFTC_DEL
HR05	PFTC_INS
HR05	PFTC_STR
HR05	PO01
HR05	PO03
HR05	PO10
HR05	PO11
HR05	PO13
HR05	PO14
HR05	PPO1
HR05	PPO5
HR05	PPOC
HR05	PPOM
HR05	PPOME
HR04	CAT2
HR04	CAT2_ISCR
HR04	PA61
HR04	PA62
